Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
637,33702 (59.9699050),513950710,Chemical Engineering,JEE,AI to AI,AI,
638,33762 (59.8989519),413524610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
639,33806 (59.8989519),418829310,Electrical Engineering,JEE,AI to AI,AI,
640,33836 (59.8989519),621719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
641,33994 (59.5546226),516061210,Mechanical Engineering,JEE,AI to AI,AI,
642,34046 (59.5196881),417537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
643,34060 (59.5079706),628329310,Electrical Engineering,JEE,AI to AI,AI,
644,34088 (59.5079706),510324510,Computer Engineering,JEE,AI to AI,AI,
645,34139 (59.4654033),314661210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
646,34196 (59.3419763),625037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
647,34244 (59.1485465),211661210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
648,34269 (59.1485465),417761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
649,34336 (59.1407886),538224510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
650,34407 (58.9857121),664019110,Civil Engineering,JEE,AI to AI,AI,
651,34426 (58.9857121),627246610,Instrumentation Engineering,JEE,AI to AI,AI,
652,34434 (58.9857121),517261210,Mechanical Engineering,JEE,AI to AI,AI,
653,34474 (58.9857121),319419110,Civil Engineering,JEE,AI to AI,AI,
654,34579 (58.9463893),321650710,Chemical Engineering,JEE,AI to AI,AI,
655,34800 (58.5978476),319824610,Information Technology,JEE,AI to AI,AI,
656,34805 (58.5978476),212929810,Electrical Engg [Electrical and Power],JEE,AI to AI,AI,
657,34869 (58.5497855),675824510,Computer Engineering,JEE,AI to AI,AI,
658,34932 (58.3685363),110519120,Civil Engineering,JEE,AI to AI,AI,
659,35001 (58.3260688),515137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
660,35014 (58.3260688),533137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
661,35083 (58.2570723),664324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
662,35089 (58.2570723),317561210,Mechanical Engineering,JEE,AI to AI,AI,
663,35131 (58.2423238),319037610,Electronics Engineering,JEE,AI to AI,AI,
664,35266 (58.0806367),676229310,Electrical Engineering,JEE,AI to AI,AI,
665,35294 (57.9836341),627262610,Production Engineering[Sandwich],JEE,AI to AI,AI,
666,35322 (57.9745384),680324210,Computer Science and Engineering,JEE,AI to AI,AI,
667,35334 (57.9745384),512137620,Electronics Engineering,JEE,AI to AI,AI,
668,35501 (57.8534414),626708210,Bio Technology,JEE,AI to AI,AI,
,,,,,,,
669,35652 (57.5409394),410419110,Civil Engineering,JEE,AI to AI,AI,
670,35675 (57.5409394),257324510,Computer Engineering,JEE,AI to AI,AI,
671,35720 (57.3453469),617919110,Civil Engineering,JEE,AI to AI,AI,
672,35818 (57.2625058),342337610,Electronics Engineering,JEE,AI to AI,AI,
673,35926 (57.1845713),412361210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
674,35944 (57.1350616),622261210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
675,35984 (57.1237877),415124210,Computer Science and Engineering,JEE,AI to AI,AI,
676,36058 (57.0906872),518424510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
677,36075 (56.9761542),510408210,Bio Technology,JEE,AI to AI,AI,
678,36079 (56.9761542),410424610,Information Technology,JEE,AI to AI,AI,
679,36134 (56.9390319),417137010,Electronics and Communication,JEE,AI to AI,AI,
,,,Engineering,,,,
680,36150 (56.9390319),614561210,Mechanical Engineering,JEE,AI to AI,AI,
681,36254 (56.7550831),627019110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
682,36397 (56.4587772),321237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
683,36458 (56.4304322),677061210,Mechanical Engineering,JEE,AI to AI,AI,
684,36467 (56.3496643),631037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
685,36530 (56.3496643),683961210,Mechanical Engineering,JEE,AI to AI,AI,
686,36690 (56.1235792),416324210,Computer Science and Engineering,JEE,AI to AI,AI,
687,36713 (56.0932474),412337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
688,36739 (56.0932474),544961210,Mechanical Engineering,JEE,AI to AI,AI,
689,36777 (56.0932474),413637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
690,36791 (56.0932474),516237610,Electronics Engineering,JEE,AI to AI,AI,
,,,,,,,
691,36799 (56.0932474),418624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
692,36942 (56.0243907),678037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
693,36963 (56.0243907),347519110,Civil Engineering,JEE,AI to AI,AI,
694,37012 (56.0243907),110561210,Mechanical Engineering,JEE,AI to AI,AI,
695,37044 (55.8362528),320224510,Computer Engineering,JEE,AI to AI,AI,
696,37065 (55.8362528),512550710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
697,37201 (55.7277387),517237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
698,37321 (55.5640822),322129310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
699,37323 (55.5640822),627484210,Printing Engineering and Graphics ,JEE,AI to AI,AI,
,,,Communication,,,,
700,37339 (55.5640822),417719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
701,37480 (55.5580907),664024210,Computer Science and Engineering,JEE,AI to AI,AI,
702,37568 (55.3063432),613861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
703,37659 (55.0471040),111924210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
704,37697 (55.0471040),617861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
705,37807 (55.0061749),319661220,Mechanical Engineering,JEE,AI to AI,AI,
706,37879 (54.8580092),516019110,Civil Engineering,JEE,AI to AI,AI,
707,37917 (54.8540539),544929310,Electrical Engineering,JEE,AI to AI,AI,
708,37921 (54.8540539),112089310,Textile Engineering / Technology,JEE,AI to AI,AI,
709,37933 (54.8540539),517319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
710,37958 (54.7886165),517219110,Civil Engineering,JEE,AI to AI,AI,
711,38021 (54.6210131),110719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
712,38086 (54.5671131),690137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
713,38140 (54.5671131),517229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
714,38223 (54.5035715),413619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
715,38482 (54.0725330),112124210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
716,38520 (54.0725330),664929310,Electrical Engineering,JEE,AI to AI,AI,
717,38559 (54.0128155),321861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
718,38577 (54.0128155),627719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
719,38699 (53.9164941),321924610,Information Technology,JEE,AI to AI,AI,
720,38700 (53.9164941),126835610,Electrical Engg[Electronics and Power],JEE,AI to AI,AI,
,,,,,,,
721,38800 (53.6087809),515119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
722,38843 (53.5199101),533129310,Electrical Engineering,JEE,AI to AI,AI,
723,38868 (53.5199101),415137010,"Electronics and Communication
Engineering",JEE,AI to AI,AI,
724,38901 (53.5199101),510424610,Information Technology,JEE,AI to AI,AI,
725,38908 (53.5199101),416370110,Mining Engineering,JEE,AI to AI,AI,
726,39145 (53.3675051),544919110,Civil Engineering,JEE,AI to AI,AI,
727,39272 (53.3241848),515224610,Information Technology,JEE,AI to AI,AI,
728,39279 (53.3212687),681524510,Computer Engineering,JEE,AI to AI,AI,
729,39286 (53.3212687),617837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
730,39309 (53.3212687),513919110,Civil Engineering,JEE,AI to AI,AI,
731,39452 (53.0187722),517724610,Information Technology,JEE,AI to AI,AI,
732,39508 (52.4859494),626950710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
733,39562 (52.4636313),512524610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
734,39572 (52.4636313),628861210,Mechanical Engineering,JEE,AI to AI,AI,
735,39618 (52.4282979),618529310,Electrical Engineering,JEE,AI to AI,AI,
736,39832 (52.3437218),416324610,Information Technology,JEE,AI to AI,AI,
737,39860 (52.3173491),212724610,Information Technology,JEE,AI to AI,AI,
738,39902 (52.3173491),211224210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
739,39931 (52.2898604),616019110,Civil Engineering,JEE,AI to AI,AI,
740,40221 (51.7298681),517261220,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
741,40279 (51.6138621),513024510,Computer Engineering,JEE,AI to AI,AI,
742,40312 (51.6138621),417929310,Electrical Engineering,JEE,AI to AI,AI,
743,40419 (51.4707400),676237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
744,40523 (51.3974280),322224610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
745,40534 (51.3974280),211350110,Plastic and Polymer Engineering,JEE,AI to AI,AI,
746,40567 (51.3630487),516119110,Civil Engineering,JEE,AI to AI,AI,
747,40631 (51.1965719),317519110,Civil Engineering,JEE,AI to AI,AI,
748,40633 (51.1965719),663561210,Mechanical Engineering,JEE,AI to AI,AI,
749,40712 (51.1965719),516260610,Production Engineering,JEE,AI to AI,AI,
,,,,,,,
750,40965 (50.7561263),614424610,Information Technology,JEE,AI to AI,AI,
751,41039 (50.6993985),321624510,Computer Engineering,JEE,AI to AI,AI,
752,41072 (50.6993985),678719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
753,41238 (50.4330121),416361210,Mechanical Engineering,JEE,AI to AI,AI,
754,41466 (50.3358339),111461210,Mechanical Engineering,JEE,AI to AI,AI,
755,41650 (49.9464457),631924510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
756,41873 (49.5058384),517024210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
757,42057 (49.4348344),112019110,Civil Engineering,JEE,AI to AI,AI,
758,42129 (49.4348344),518119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
759,42154 (49.4348344),111624210,Computer Science and Engineering,JEE,AI to AI,AI,
760,42269 (49.1791696),618561210,Mechanical Engineering,JEE,AI to AI,AI,
761,42338 (49.1720807),628429310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
762,42397 (49.1709346),622237610,Electronics Engineering,JEE,AI to AI,AI,
,,,,,,,
763,42419 (49.1028566),110561220,Mechanical Engineering,JEE,AI to AI,AI,
764,42421 (49.1028566),257361210,Mechanical Engineering,JEE,AI to AI,AI,
765,42460 (49.1028566),660937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
766,42507 (48.8978465),413761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
767,42707 (48.4694104),613824610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
768,42835 (48.4427684),512537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
769,42913 (48.2853779),350324510,Computer Engineering,JEE,AI to AI,AI,
770,42919 (48.2853779),539029310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
771,42967 (47.9668374),419619110,Civil Engineering,JEE,AI to AI,AI,
772,43096 (47.9666783),213237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
773,43120 (47.9492562),676919110,Civil Engineering,JEE,AI to AI,AI,
774,43256 (47.6041326),512424510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
775,43359 (47.4330409),346761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
776,43370 (47.4330409),347129310,Electrical Engineering,JEE,AI to AI,AI,
777,43469 (47.4104770),213124210,Computer Science and Engineering,JEE,AI to AI,AI,
778,43525 (47.3715422),112124610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
779,43584 (47.0389653),663519110,Civil Engineering,JEE,AI to AI,AI,
780,43588 (47.0389653),616019120,Civil Engineering,JEE,AI to AI,AI,
781,43629 (47.0389653),211129310,Electrical Engineering,JEE,AI to AI,AI,
782,43751 (46.9435256),678760210,Automobile Engineering,JEE,AI to AI,AI,
,,,,,,,
783,43771 (46.8732114),322237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
784,43860 (46.7037158),515261210,Mechanical Engineering,JEE,AI to AI,AI,
785,43891 (46.7037158),614561220,Mechanical Engineering,JEE,AI to AI,AI,
786,43930 (46.7037158),629837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
787,43949 (46.7037158),320624510,Computer Engineering,JEE,AI to AI,AI,
788,43960 (46.6166826),510637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
789,43998 (46.6166826),628819110,Civil Engineering,JEE,AI to AI,AI,
790,44132 (46.2123688),628361210,Mechanical Engineering,JEE,AI to AI,AI,
791,44225 (46.1596337),512461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
792,44308 (46.1596337),620661210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
793,44467 (46.0731544),315460210,Automobile Engineering,JEE,AI to AI,AI,
,,,,,,,
794,44481 (46.0731544),626837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
795,44542 (45.9526561),618424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
796,44625 (45.6780507),417237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
797,44713 (45.5663046),614919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
798,44720 (45.5663046),320737610,Electronics Engineering,JEE,AI to AI,AI,
799,44865 (45.2872054),225061210,Mechanical Engineering,JEE,AI to AI,AI,
800,45082 (44.8306693),320237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
801,45092 (44.8306693),414229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
802,45129 (44.8306693),213519110,Civil Engineering,JEE,AI to AI,AI,
803,45194 (44.7470889),516419110,Civil Engineering,JEE,AI to AI,AI,
804,45270 (44.4937081),213424210,Computer Science and Engineering,JEE,AI to AI,AI,
805,45426 (44.4371590),679724210,Computer Science and Engineering,JEE,AI to AI,AI,
806,45476 (44.3896673),664424510,Computer Engineering,JEE,AI to AI,AI,
807,45494 (44.3345172),413729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
808,45519 (44.3345172),512160610,Production Engineering,JEE,AI to AI,AI,
809,45522 (44.3345172),112037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
810,45524 (44.3345172),628246610,Instrumentation Engineering,JEE,AI to AI,AI,
,,,,,,,
811,45666 (44.2008304),413524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
812,45718 (44.0064550),315419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
813,45807 (43.8697195),616061210,Mechanical Engineering,JEE,AI to AI,AI,
814,45941 (43.5368777),112724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
815,45995 (43.5223706),517161210,Mechanical Engineering,JEE,AI to AI,AI,
816,45997 (43.5223706),321924510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
817,46248 (43.2592711),626819120,Civil Engineering,JEE,AI to AI,AI,
818,46461 (42.9968203),510319110,Civil Engineering,JEE,AI to AI,AI,
819,46655 (42.8424398),320061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
820,46798 (42.4989914),414719110,Civil Engineering,JEE,AI to AI,AI,
821,46838 (42.4989914),679419110,Civil Engineering,JEE,AI to AI,AI,
822,46902 (42.4330149),675724210,Computer Science and Engineering,JEE,AI to AI,AI,
823,46943 (42.3123772),630424210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
824,47085 (41.9714097),318737610,Electronics Engineering,JEE,AI to AI,AI,
825,47117 (41.8555043),212719110,Civil Engineering,JEE,AI to AI,AI,
826,47170 (41.7203253),675537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
827,47372 (41.5004904),315419120,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
828,47405 (41.1060271),211229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
829,47541 (41.0647492),252224510,Computer Engineering,JEE,AI to AI,AI,
830,47604 (41.0540043),532224510,Computer Engineering,JEE,AI to AI,AI,
831,47611 (41.0540043),211419110,Civil Engineering,JEE,AI to AI,AI,
832,47624 (41.0537799),417519110,Civil Engineering,JEE,AI to AI,AI,
833,47636 (41.0537799),212924210,Computer Science and Engineering,JEE,AI to AI,AI,
834,47690 (40.8029095),410461210,Mechanical Engineering,JEE,AI to AI,AI,
835,47823 (40.7255636),319261210,Mechanical Engineering,JEE,AI to AI,AI,
836,47871 (40.7238289),413737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
837,47965 (40.3087927),663229310,Electrical Engineering,JEE,AI to AI,AI,
838,48034 (40.3087927),510919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
839,48076 (40.1818280),627061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
840,48201 (39.8999658),632424510,Computer Engineering,JEE,AI to AI,AI,
841,48214 (39.8999658),322024510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
842,48419 (39.5834297),213624610,Information Technology,JEE,AI to AI,AI,
843,48517 (39.5041217),112624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
844,48610 (39.4855028),212919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
845,48660 (39.3921694),111437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
846,48662 (39.2425478),346037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
847,48709 (39.1490015),417161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
848,48783 (38.9745382),627529310,Electrical Engineering,JEE,AI to AI,AI,
849,48787 (38.9745382),320260210,Automobile Engineering,JEE,AI to AI,AI,
850,48953 (38.7463223),419661210,Mechanical Engineering,JEE,AI to AI,AI,
851,49077 (38.5901538),415124610,Information Technology,JEE,AI to AI,AI,
852,49115 (38.3795131),213429310,Electrical Engineering,JEE,AI to AI,AI,
853,49153 (38.3795131),110729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
854,49190 (38.3795131),629829310,Electrical Engineering,JEE,AI to AI,AI,
855,49249 (38.2763142),540929310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
856,49302 (38.2255670),320037610,Electronics Engineering,JEE,AI to AI,AI,
,,,,,,,
857,49372 (38.1748227),110537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
858,49418 (38.1340778),417737010,Electronics and Communication,JEE,AI to AI,AI,
,,,Engineering,,,,
859,49667 (37.9083470),212761210,Mechanical Engineering,JEE,AI to AI,AI,
860,49810 (37.7036998),683461210,Mechanical Engineering,JEE,AI to AI,AI,
861,49841 (37.7036998),614924510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
862,49932 (37.4726729),347161210,Mechanical Engineering,JEE,AI to AI,AI,
863,50193 (36.7099117),225029310,Electrical Engineering,JEE,AI to AI,AI,
864,50220 (36.7099117),414524610,Information Technology,JEE,AI to AI,AI,
865,50461 (36.2434690),515129310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
866,50517 (36.2430216),654524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
867,50539 (36.2064582),518137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
868,50640 (35.9246106),618429310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
869,50648 (35.9246106),322337210,Electronics and Telecommunication,JEE,AI to AI,AI,3223
,,,Engg,,,,
870,50702 (35.8090718),541829310,Electrical Engineering,JEE,AI to AI,AI,5418
871,50724 (35.8090718),676724510,Computer Engineering,JEE,AI to AI,AI,6767
,,,,,,,
872,50725 (35.8090718),676224210,Computer Science and Engineering,JEE,AI to AI,AI,6762
873,50858 (35.7267967),675924510,Computer Engineering,JEE,AI to AI,AI,6759
874,50902 (35.7267967),513937210,Electronics and Telecommunication,JEE,AI to AI,AI,5139
,,,Engg,,,,
875,50973 (35.3870155),676624510,Computer Engineering,JEE,AI to AI,AI,6766
,,,,,,,
876,50979 (35.3870155),673261210,Mechanical Engineering,JEE,AI to AI,AI,6732
877,50985 (35.3870155),632124210,Computer Science and Engineering,JEE,AI to AI,AI,6321
878,51001 (35.3870155),347761210,Mechanical Engineering,JEE,AI to AI,AI,3477
879,51041 (35.2826981),111950710,Chemical Engineering,JEE,AI to AI,AI,1119
,,,,,,,
880,51191 (35.1036787),112819110,Civil Engineering,JEE,AI to AI,AI,1128
881,51266 (35.1036787),335324510,Computer Engineering,JEE,AI to AI,AI,3353
,,,,,,,
882,51319 (34.8761340),627862610,Production Engineering[Sandwich],JEE,AI to AI,AI,6278
883,51533 (34.3469928),631729310,Electrical Engineering,JEE,AI to AI,AI,6317
884,51534 (34.3469928),418661210,Mechanical Engineering,JEE,AI to AI,AI,4186
,,,,,,,
885,51551 (34.3134081),662029310,Electrical Engineering,JEE,AI to AI,AI,6620
886,51564 (34.3134081),627519110,Civil Engineering,JEE,AI to AI,AI,6275
887,51630 (34.3093294),663224510,Computer Engineering,JEE,AI to AI,AI,
888,51906 (33.3348664),335124510,Computer Engineering,JEE,AI to AI,AI,
889,51985 (33.2488686),211319110,Civil Engineering,JEE,AI to AI,AI,
890,52003 (33.2488686),629819110,Civil Engineering,JEE,AI to AI,AI,6298
891,52253 (32.9075758),654561210,Mechanical Engineering,JEE,AI to AI,AI,6545
,,,,,,,
892,52260 (32.9075758),110737210,Electronics and Telecommunication,JEE,AI to AI,AI,1107
,,,Engg,,,,
893,52357 (32.7868548),317561220,Mechanical Engineering,JEE,AI to AI,AI,3175
894,52395 (32.5970512),321819110,Civil Engineering,JEE,AI to AI,AI,3218
,,,,,,,
895,52397 (32.5970512),418629310,Electrical Engineering,JEE,AI to AI,AI,4186
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
896,52442 (32.4913914),664919110,Civil Engineering,JEE,AI to AI,AI,
897,52512 (32.2252268),621737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
898,53011 (31.4206123),111619110,Civil Engineering,JEE,AI to AI,AI,
899,53027 (31.4206123),617760610,Production Engineering,JEE,AI to AI,AI,
900,53051 (31.3852073),127624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
901,53067 (31.3852073),413819110,Civil Engineering,JEE,AI to AI,AI,
902,53110 (31.3241821),322024610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
903,53153 (31.1261707),678224210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
904,53165 (31.0741245),510724510,Computer Engineering,JEE,AI to AI,AI,
905,53185 (31.0741245),251624210,Computer Science and Engineering,JEE,AI to AI,AI,
906,53200 (31.0291608),631129310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
907,53265 (30.9440592),621724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
908,53439 (30.5798808),417129310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
909,53448 (30.5798808),693819110F,Civil Engineering,JEE,AI to AI,AI,
910,53472 (30.4932283),343961210,Mechanical Engineering,JEE,AI to AI,AI,
911,53494 (30.4932283),319237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
912,53498 (30.4932283),516129310,Electrical Engineering,JEE,AI to AI,AI,
913,53521 (30.4932283),213019110,Civil Engineering,JEE,AI to AI,AI,
914,53799 (30.2085777),678029310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
915,53862 (30.1212060),419235610,Electrical Engg[Electronics and Power],JEE,AI to AI,AI,
,,,,,,,
916,53946 (30.0357932),632019110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
917,54003 (30.0250163),540124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
918,54374 (28.8405980),510624510,Computer Engineering,JEE,AI to AI,AI,
919,54426 (28.6928534),417829310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
920,54457 (28.6928534),322229310,Electrical Engineering,JEE,AI to AI,AI,3222
,,,,,,,
921,54568 (28.6010145),515161210,Mechanical Engineering,JEE,AI to AI,AI,5151
,,,,,,,
922,54639 (28.2807048),541124510,Computer Engineering,JEE,AI to AI,AI,5411
923,54708 (28.1600803),111924610,Information Technology,JEE,AI to AI,AI,1119
,,,,,,,
924,54753 (28.1324311),641957610,Electronics & Communication,JEE,AI to AI,AI,6419
,,,Engineering(Sandwich),,,,
925,54846 (28.0787022),513961210,Mechanical Engineering,JEE,AI to AI,AI,5139
926,54848 (28.0787022),641960210,Automobile Engineering,JEE,AI to AI,AI,6419
927,54886 (28.0787022),515219110,Civil Engineering,JEE,AI to AI,AI,
928,54937 (27.9426374),343624510,Computer Engineering,JEE,AI to AI,AI,
929,54943 (27.9426374),517924510,Computer Engineering,JEE,AI to AI,AI,5179
930,54994 (27.7821436),319361210,Mechanical Engineering,JEE,AI to AI,AI,3193
931,55018 (27.5248702),620637210,Electronics and Telecommunication,JEE,AI to AI,AI,6206
,,,Engg,,,,
932,55043 (27.5248702),417261210,Mechanical Engineering,JEE,AI to AI,AI,4172
933,55193 (26.9321354),621461610,Mechanical Engineering Automobile,JEE,AI to AI,AI,6214
934,55292 (26.8212102),620319110,Civil Engineering,JEE,AI to AI,AI,6203
935,55299 (26.8212102),428524610,Information Technology,JEE,AI to AI,AI,4285
936,55809 (25.7170272),346019110,Civil Engineering,JEE,AI to AI,AI,3460
937,55826 (25.6853083),631061210,Mechanical Engineering,JEE,AI to AI,AI,6310
,,,,,,,
938,55917 (25.4523308),630524210,Computer Science and Engineering,JEE,AI to AI,AI,6305
,,,,,,,
939,56080 (25.0839623),430461210F,Mechanical Engineering,JEE,AI to AI,AI,4304
,,,,,,,
940,56200 (25.0090177),350361210,Mechanical Engineering,JEE,AI to AI,AI,3503
941,56324 (24.4783671),616061220,Mechanical Engineering,JEE,AI to AI,AI,6160
942,56368 (24.4783671),612237210,Electronics and Telecommunication,JEE,AI to AI,AI,6122
,,,Engg,,,,
943,56381 (24.4783671),211629310,Electrical Engineering,JEE,AI to AI,AI,2116
,,,,,,,
944,56496 (24.1927535),516961210,Mechanical Engineering,JEE,AI to AI,AI,5169
,,,,,,,
945,56550 (24.0718157),414761210,Mechanical Engineering,JEE,AI to AI,AI,4147
946,56710 (23.8066622),213653410,Food Engineering and Technology,JEE,AI to AI,AI,2136
,,,,,,,
,,,,,,,
,,,,,,,
947,56774 (23.7405107),518224510,,JEE,AI to AI,AI,5182
,,,,,,,
948,56869 (23.5227199),675961210,Mechanical Engineering,JEE,AI to AI,AI,6759
