Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
530,28275 (69.9403005),673219110,Civil Engineering,JEE(Main),MH to AI,LNT1H,6732
531,28292 (69.8868372),346092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3460
,,,Machine Learning,,,,
532,28325 (69.8350609),516291610,Automation and Robotics,JEE(Main),AI to AI,AI,5162
,,,,,,,
,,,,,,,
533,28329 (69.8350609),510937210,Electronics and ,JEE(Main),AI to AI,AI,5109
,,,Telecommunication Engg,,,,
534,28352 (69.8350609),319729310,Electrical Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
535,28452 (69.8275624),628392010,Computer Science and ,JEE(Main),AI to AI,AI,6283
,,,Engineering (Internet of ,,,,
536,28521 (69.6001515),126524610,Information Technology,JEE(Main),AI to AI,AI,1265
,,,,,,,
537,28696 (69.4672412),628326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6283
,,,and Data Science,,,,
538,28717 (69.4672412),112824210,Computer Science and ,JEE(Main),AI to AI,AI,1128
,,,Engineering,,,,
539,28735 (69.4479550),211326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,2113
,,,and Data Science,,,,
540,28737 (69.4479550),617761210,Mechanical Engineering,JEE(Main),AI to AI,AI,6177
541,28739 (69.4479550),664937210,Electronics and ,JEE(Main),AI to AI,AI,6649
,,,Telecommunication Engg,,,,
542,28740 (69.4479550),533137210,Electronics and ,JEE(Main),AI to AI,AI,5331
,,,Telecommunication Engg,,,,
543,28770 (69.4466805),253399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,2533
,,,Data Science,,,,
544,28779 (69.4466805),346791110,Computer Science and ,JEE(Main),AI to AI,AI,3467
,,,Engineering(Artificial ,,,,
545,28791 (69.4466805),317529310,Electrical Engineering,JEE(Main),MH to AI,LNT2H,3175
,,,,,,,
546,28794 (69.4466805),632592110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6325
,,,Machine Learning,,,,
,,,,,,,
547,28867 (69.3487348),319437210,Electronics and ,JEE(Main),AI to AI,AI,3194
,,,Telecommunication Engg,,,,
548,28874 (69.3487348),628891110,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering(Artificial ,,,,
549,28881 (69.3469672),613826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6138
,,,and Data Science,,,,
550,28882 (69.3469672),622037210,Electronics and ,JEE(Main),AI to AI,AI,6220
,,,Telecommunication Engg,,,,
551,29056 (69.1410513),627246610,Instrumentation ,JEE(Main),AI to AI,AI,6272
,,,Engineering,,,,
552,29061 (69.1410513),663591210,Computer Science and ,JEE(Main),AI to AI,AI,6635
,,,Engineering(Data Science),,,,
553,29124 (69.1346848),629821910,Robotics and Automation,JEE(Main),AI to AI,AI,6298
,,,,,,,
554,29141 (69.1272828),515291210,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering(Data Science),,,,
555,29165 (69.1272828),212924210,Computer Science and ,JEE(Main),AI to AI,AI,2129
,,,Engineering,,,,
556,29184 (69.0702570),631799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6317
,,,Data Science,,,,
557,29194 (69.0702570),413424210,Computer Science and ,JEE(Main),AI to AI,AI,4134
,,,Engineering,,,,
558,29270 (68.9903749),614437210,Electronics and ,JEE(Main),AI to AI,AI,6144
,,,Telecommunication Engg,,,,
,29286 (68.9903749),321224510,Computer Engineering,JEE(Main),AI to AI,AI,3212
,,,,,,,
560,29367 (68.9454063),112824610,Information Technology,JEE(Main),AI to AI,AI,1128
,,,,,,,
561,29455 (68.7953144),632537210,Electronics and ,JEE(Main),AI to AI,AI,6325
,,,Telecommunication Engg,,,,
562,29459 (68.7953144),510424510,Computer Engineering,JEE(Main),AI to AI,AI,5104
,,,,,,,
563,29508 (68.6244432),681524510,Computer Engineering,JEE(Main),AI to AI,AI,6815
564,29519 (68.6244432),533037210,Electronics and ,JEE(Main),AI to AI,AI,5330
,,,Telecommunication Engg,,,,
565,29526 (68.6244432),317619110,Civil Engineering,JEE(Main),AI to AI,AI,3176
566,29596 (68.5958115),680824510,Computer Engineering,JEE(Main),AI to AI,AI,6808
567,29626 (68.5718055),212737210,Electronics and ,JEE(Main),AI to AI,AI,2127
,,,Telecommunication Engg,,,,
568,29652 (68.5546128),682219110,Civil Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
569,29666 (68.5546128),517261210,Mechanical Engineering,JEE(Main),AI to AI,AI,5172
570,29690 (68.5546128),541826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5418
,,,and Data Science,,,,
571,29733 (68.5346210),314629310,Electrical Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
572,29774 (68.4196921),539024510,Computer Engineering,JEE(Main),AI to AI,AI,5390
,,,,,,,
573,29779 (68.4196921),627537210,Electronics and ,JEE(Main),AI to AI,AI,6275
,,,Telecommunication Engg,,,,
574,29817 (68.4196921),515291110,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering(Artificial ,,,,
,,,,,,,
575,29839 (68.3895271),413629310,Electrical Engineering,JEE(Main),AI to AI,AI,4136
,,,,,,,
576,29859 (68.3895271),625037210,Electronics and ,JEE(Main),AI to AI,AI,6250
,,,Telecommunication Engg,,,,
577,29895 (68.3895012),413937210,Electronics and ,JEE(Main),AI to AI,AI,4139
,,,Telecommunication Engg,,,,
578,29936 (68.3240469),541137210,Electronics and ,JEE(Main),AI to AI,AI,5411
,,,Telecommunication Engg,,,,
579,29959 (68.2349785),679437210,Electronics and ,JEE(Main),AI to AI,AI,6794
,,,Telecommunication Engg,,,,
580,29980 (68.2349785),628429310,Electrical Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
581,30002 (68.2349785),626824210,Computer Science and ,JEE(Main),AI to AI,AI,6268
,,,Engineering,,,,
582,30107 (68.1842574),416324210,Computer Science and ,JEE(Main),AI to AI,AI,4163
,,,Engineering,,,,
583,30155 (68.1460193),112891210,Computer Science and ,JEE(Main),AI to AI,AI,1128
,,,Engineering(Data Science),,,,
584,30178 (68.0876717),517337210,Electronics and ,JEE(Main),AI to AI,AI,5173
,,,Telecommunication Engg,,,,
585,30279 (68.0409895),675924510,Computer Engineering,JEE(Main),AI to AI,AI,6759
586,30305 (68.0169310),417224210,Computer Science and ,JEE(Main),AI to AI,AI,4172
,,,Engineering,,,,
587,30325 (67.9659019),664024210,Computer Science and ,JEE(Main),AI to AI,AI,6640
,,,Engineering,,,,
588,30335 (67.9659019),675899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6758
,,,Data Science,,,,
,,,,,,,
589,30384 (67.9482904),622399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6223
,,,Data Science,,,,
590,30476 (67.7952770),320329310,Electrical Engineering,JEE(Main),AI to AI,AI,3203
591,30545 (67.7404030),327724510,Computer Engineering,JEE(Main),AI to AI,AI,3277
,,,,,,,
592,30555 (67.7171120),317550710,Chemical Engineering,JEE(Main),MH to AI,LSTH,3175
,,,,,,,
593,30662 (67.6642379),110729310,Electrical Engineering,JEE(Main),AI to AI,AI,1107
,,,,,,,
594,30695 (67.6642379),417226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,4172
,,,and Data Science,,,,
595,30732 (67.6515778),347024510,Computer Engineering,JEE(Main),MH to AI,GNT1H,3470
596,30784 (67.6144067),515237210,Electronics and ,JEE(Main),AI to AI,AI,5152
,,,Telecommunication Engg,,,,
597,30842 (67.4498114),622237210,Electronics and ,JEE(Main),AI to AI,AI,6222
,,,Telecommunication Engg,,,,
598,30904 (67.4014244),346092410,Data Engineering,JEE(Main),AI to AI,AI,3460
599,30924 (67.4014244),615661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6156
600,30937 (67.4014244),627024210,Computer Science and ,JEE(Main),AI to AI,AI,6270
,,,Engineering,,,,
601,30988 (67.3642154),112024210,Computer Science and ,JEE(Main),AI to AI,AI,1120
,,,Engineering,,,,
602,31005 (67.3369673),627850710,Chemical Engineering,JEE(Main),AI to AI,AI,6278
603,31091 (67.2343754),680250710,Chemical Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
604,31194 (67.1251518),319824510,Computer Engineering,JEE(Main),AI to AI,AI,3198
605,31221 (67.1251518),414737210,Electronics and ,JEE(Main),AI to AI,AI,4147
,,,Telecommunication Engg,,,,
606,31327 (67.0698277),617750710,Chemical Engineering,JEE(Main),AI to AI,AI,6177
607,31422 (66.9914755),350361210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H,3503
608,31561 (66.8557202),314792110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3147
,,,Machine Learning,,,,
609,31568 (66.8557202),319661210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO,3196
610,31670 (66.6719411),613837210,Electronics and ,JEE(Main),AI to AI,AI,6138
,,,Telecommunication Engg,,,,
611,31736 (66.6701083),680826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6808
,,,and Data Science,,,,
612,31753 (66.5800548),211384410,Electronics and Computer ,JEE(Main),AI to AI,AI,2113
,,,Engineering,,,,
613,31810 (66.4277180),510324510,Computer Engineering,JEE(Main),AI to AI,AI,5103
,,,,,,,
614,31846 (66.4102192),513937210,Electronics and ,JEE(Main),AI to AI,AI,5139
,,,Telecommunication Engg,,,,
615,31880 (66.4102192),321724510,Computer Engineering,JEE(Main),AI to AI,AI,3217
,,,,,,,
616,32013 (66.2862354),412361210,Mechanical Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
,,,,,,,
617,32117 (66.2471139),677229310,Electrical Engineering,JEE(Main),AI to AI,AI,6772
618,32139 (66.2471139),618324510,Computer Engineering,JEE(Main),AI to AI,AI,6183
,,,,,,,
619,32145 (66.2201850),680861210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH,6808
620,32255 (66.1170112),512424510,Computer Engineering,JEE(Main),AI to AI,AI,5124
,,,,,,,
621,32294 (66.1170112),320760210,Automobile Engineering,JEE(Main),AI to AI,AI,3207
622,32374 (66.0561449),112124210,Computer Science and ,JEE(Main),AI to AI,AI,1121
,,,Engineering,,,,
623,32403 (66.0561449),517724510,Computer Engineering,JEE(Main),AI to AI,AI,5177
624,32431 (66.0558823),675999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6759
,,,Data Science,,,,
625,32535 (65.9357484),660924510,Computer Engineering,JEE(Main),AI to AI,AI,6609
626,32644 (65.8547926),512129310,Electrical Engineering,JEE(Main),AI to AI,AI,5121
627,32848 (65.6761274),512524510,Computer Engineering,JEE(Main),AI to AI,AI,5125
,,,,,,,
628,32869 (65.4911274),663292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6632
,,,Machine Learning,,,,
629,32881 (65.4911274),319437810,Electronics Engineering ( ,JEE(Main),MH to AI,LVJO,3194
,,,VLSI Design and ,,,,
630,32884 (65.4911274),211437210,Electronics and ,JEE(Main),AI to AI,AI,2114
,,,Telecommunication Engg,,,,
,,,,,,,
631,32979 (65.3131308),211124210,Computer Science and ,JEE(Main),AI to AI,AI,2111
,,,Engineering,,,,
632,33007 (65.2543690),347024210,Computer Science and ,JEE(Main),AI to AI,AI,3470
,,,Engineering,,,,
633,33036 (65.2543690),517799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5177
,,,Data Science,,,,
634,33089 (65.2126454),516061210,Mechanical Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
635,33100 (65.2126454),618437210,Electronics and ,JEE(Main),AI to AI,AI,6184
,,,Telecommunication Engg,,,,
636,33283 (65.1212469),344537210,Electronics and ,JEE(Main),MH to AI,GOBCH,3445
,,,Telecommunication Engg,,,,
637,33354 (65.0706405),314629310,Electrical Engineering,JEE(Main),MH to AI,GNT1H,3146
,,,,,,,
638,33359 (65.0706405),318750710,Chemical Engineering,JEE(Main),AI to AI,AI,3187
639,33441 (65.0463980),614529310,Electrical Engineering,JEE(Main),AI to AI,AI,6145
640,33496 (64.8049747),626761210,Mechanical Engineering,JEE(Main),AI to AI,AI,6267
,,,,,,,
641,33534 (64.7873607),515129310,Electrical Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
642,33556 (64.7873607),544929310,Electrical Engineering,JEE(Main),AI to AI,AI,5449
643,33722 (64.6595306),304262410,Mechatronics Engineering,JEE(Main),MH to AI,GNT2H,3042
644,33734 (64.6595306),632037210,Electronics and ,JEE(Main),AI to AI,AI,6320
,,,Telecommunication Engg,,,,
,,,,,,,
645,33755 (64.5973471),693824250F,Computer Science and ,JEE(Main),AI to AI,AI,6938
,,,Engineering,,,,
646,33790 (64.5973471),541829310,Electrical Engineering,JEE(Main),AI to AI,AI,5418
647,33819 (64.4960276),110737210,Electronics and ,JEE(Main),AI to AI,AI,1107
,,,Telecommunication Engg,,,,
648,34045 (64.2518433),417237210,Electronics and ,JEE(Main),AI to AI,AI,4172
,,,Telecommunication Engg,,,,
649,34059 (64.2518433),414424210,Computer Science and ,JEE(Main),AI to AI,AI,4144
,,,Engineering,,,,
650,34190 (64.1710949),414729310,Electrical Engineering,JEE(Main),AI to AI,AI,4147
651,34251 (64.1663240),346524210,Computer Science and ,JEE(Main),AI to AI,AI,3465
,,,Engineering,,,,
652,34257 (64.1663240),539092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5390
,,,Machine Learning,,,,
653,34421 (63.9963058),319037610,Electronics Engineering,JEE(Main),AI to AI,AI,3190
654,34425 (63.9963058),615519110,Civil Engineering,JEE(Main),AI to AI,AI,6155
655,34453 (63.9963058),510337210,Electronics and ,JEE(Main),AI to AI,AI,5103
,,,Telecommunication Engg,,,,
656,34563 (63.8095618),676799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6767
,,,Data Science,,,,
657,34565 (63.8095618),660926310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6609
,,,and Data Science,,,,
658,34653 (63.7796234),513984410,Electronics and Computer ,JEE(Main),AI to AI,AI,5139
,,,Engineering,,,,
,,,,,,,
659,34816 (63.6086857),683924210,Computer Science and ,JEE(Main),AI to AI,AI,6839
,,,Engineering,,,,
660,34863 (63.5790926),419624210,Computer Science and ,JEE(Main),AI to AI,AI,4196
,,,Engineering,,,,
661,34866 (63.5790926),517724610,Information Technology,JEE(Main),AI to AI,AI,5177
662,34877 (63.5790926),663437210,Electronics and ,JEE(Main),AI to AI,AI,6634
,,,Telecommunication Engg,,,,
663,34891 (63.5790926),264124210,Computer Science and ,JEE(Main),MH to AI,LOPENH,2641
,,,Engineering,,,,
664,34920 (63.4092932),510624510,Computer Engineering,JEE(Main),AI to AI,AI,5106
,,,,,,,
665,34990 (63.3726083),612261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6122
666,35035 (63.3671598),627724210,Computer Science and ,JEE(Main),AI to AI,AI,6277
,,,Engineering,,,,
667,35166 (63.0779009),417219110,Civil Engineering,JEE(Main),AI to AI,AI,4172
668,35309 (62.9257486),679619110,Civil Engineering,JEE(Main),MH to AI,GNT2H,6796
669,35357 (62.9106091),617708210,Bio Technology,JEE(Main),AI to AI,AI,6177
670,35405 (62.9106091),317537210,Electronics and ,JEE(Main),AI to AI,AI,3175
,,,Telecommunication Engg,,,,
671,35563 (62.8485206),614937210,Electronics and ,JEE(Main),AI to AI,AI,6149
,,,Telecommunication Engg,,,,
672,35646 (62.7510748),540124610,Information Technology,JEE(Main),AI to AI,AI,5401
,,,,,,,
673,35666 (62.7510748),679437810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,6794
,,,VLSI Design and ,,,,
674,35718 (62.7491794),412319110,Civil Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
675,35816 (62.6965425),683991210,Computer Science and ,JEE(Main),AI to AI,AI,6839
,,,Engineering(Data Science),,,,
676,35837 (62.4782787),314637210,Electronics and ,JEE(Main),AI to AI,AI,3146
,,,Telecommunication Engg,,,,
677,35888 (62.4588698),413524610,Information Technology,JEE(Main),AI to AI,AI,4135
,,,,,,,
678,35889 (62.4588698),626837210,Electronics and ,JEE(Main),AI to AI,AI,6268
,,,Telecommunication Engg,,,,
679,35906 (62.4588698),663224510,Computer Engineering,JEE(Main),AI to AI,AI,6632
680,36021 (62.4066632),675837210,Electronics and ,JEE(Main),AI to AI,AI,6758
,,,Telecommunication Engg,,,,
681,36070 (62.3682023),111924210,Computer Science and ,JEE(Main),AI to AI,AI,1119
,,,Engineering,,,,
682,36080 (62.3682023),112124610,Information Technology,JEE(Main),AI to AI,AI,1121
,,,,,,,
683,36089 (62.3682023),212924610,Information Technology,JEE(Main),AI to AI,AI,2129
684,36156 (62.3572105),322092110,Artificial Intelligence and ,JEE(Main),MH to AI,GOBCO,3220
,,,Machine Learning,,,,
685,36160 (62.3572105),663524510,Computer Engineering,JEE(Main),AI to AI,AI,6635
,,,,,,,
,36396 (62.0526708),517319110,Civil Engineering,JEE(Main),AI to AI,AI,5173
,,,,,,,
,,,,,,,
687,36405 (61.9849182),626708210,Bio Technology,JEE(Main),AI to AI,AI,6267
,,,,,,,
688,36556 (61.8484321),641961210,Mechanical Engineering,JEE(Main),MH to AI,LNT2H,6419
,,,,,,,
689,36567 (61.8484321),510437210,Electronics and ,JEE(Main),AI to AI,AI,5104
,,,Telecommunication Engg,,,,
690,36569 (61.8484321),513991610,Automation and Robotics,JEE(Main),AI to AI,AI,5139
691,36580 (61.8274477),540124510,Computer Engineering,JEE(Main),AI to AI,AI,5401
,,,,,,,
692,36643 (61.7699928),413992810,Electronics and ,JEE(Main),AI to AI,AI,4139
,,,Communication(Advanced ,,,,
693,36674 (61.7602719),517124510,Computer Engineering,JEE(Main),AI to AI,AI,5171
694,36709 (61.7602719),318946610,Instrumentation ,JEE(Main),AI to AI,AI,3189
,,,Engineering,,,,
695,36838 (61.4333159),618529310,Electrical Engineering,JEE(Main),AI to AI,AI,6185
696,36953 (61.3259234),630324210,Computer Science and ,JEE(Main),AI to AI,AI,6303
,,,Engineering,,,,
697,37020 (61.2647383),211624210,Computer Science and ,JEE(Main),AI to AI,AI,2116
,,,Engineering,,,,
698,37237 (61.1040901),417761210,Mechanical Engineering,JEE(Main),AI to AI,AI,4177
,,,,,,,
699,37250 (61.1040901),253329310,Electrical Engineering,JEE(Main),AI to AI,AI,2533
700,37264 (61.0875958),512524610,Information Technology,JEE(Main),AI to AI,AI,5125
,,,,,,,
,,,,,,,
701,37373 (61.0400802),516137210,Electronics and ,JEE(Main),AI to AI,AI,5161
,,,Telecommunication Engg,,,,
702,37451 (61.0371128),539924510,Computer Engineering,JEE(Main),AI to AI,AI,5399
703,37472 (60.9623571),264124210,Computer Science and ,JEE(Main),MH to AI,GOBCO,2641
,,,Engineering,,,,
704,37563 (60.8929614),322291110,Computer Science and ,JEE(Main),AI to AI,AI,3222
,,,Engineering(Artificial ,,,,
705,37597 (60.8268782),112137210,Electronics and ,JEE(Main),AI to AI,AI,1121
,,,Telecommunication Engg,,,,
706,37606 (60.8268782),629829310,Electrical Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
707,37687 (60.8015262),419692110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4196
,,,Machine Learning,,,,
708,37727 (60.8015262),518224510,Computer Engineering,JEE(Main),AI to AI,AI,5182
,,,,,,,
709,37748 (60.8015262),631129310,Electrical Engineering,JEE(Main),AI to AI,AI,6311
,,,,,,,
710,37801 (60.7373877),664929310,Electrical Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
711,37983 (60.6049713),319824210,Computer Science and ,JEE(Main),AI to AI,AI,3198
,,,Engineering,,,,
712,38054 (60.3822057),512161210,Mechanical Engineering,JEE(Main),AI to AI,AI,5121
713,38132 (60.2924467),617961210,Mechanical Engineering,JEE(Main),MH to AI,LOBCO,6179
714,38157 (60.2805149),679661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6796
,,,,,,,
715,38207 (60.2423619),319824610,Information Technology,JEE(Main),AI to AI,AI,3198
716,38255 (60.2058183),320161210,Mechanical Engineering,JEE(Main),MH to AI,GOPENH,3201
717,38346 (59.9638097),126537210,Electronics and ,JEE(Main),AI to AI,AI,1265
,,,Telecommunication Engg,,,,
718,38478 (59.8519840),313946110,Bio Medical Engineering,JEE(Main),AI to AI,AI,3139
719,38583 (59.7645563),461324510,Computer Engineering,JEE(Main),AI to AI,AI,4613
720,38630 (59.7599774),320624510,Computer Engineering,JEE(Main),AI to AI,AI,3206
721,38651 (59.7599774),112324210,Computer Science and ,JEE(Main),AI to AI,AI,1123
,,,Engineering,,,,
722,38659 (59.7599774),678024210,Computer Science and ,JEE(Main),AI to AI,AI,6780
,,,Engineering,,,,
723,38695 (59.6549236),112829310,Electrical Engineering,JEE(Main),AI to AI,AI,1128
724,38784 (59.6373727),544961210,Mechanical Engineering,JEE(Main),AI to AI,AI,5449
725,38816 (59.6373727),628837210,Electronics and ,JEE(Main),AI to AI,AI,6288
,,,Telecommunication Engg,,,,
726,38822 (59.6373727),538226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5382
,,,and Data Science,,,,
727,38943 (59.5660993),626561510,Mechanical & Automation ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
728,38966 (59.5660993),415129310,Electrical Engineering,JEE(Main),AI to AI,AI,4151
,,,,,,,
,,,,,,,
729,38982 (59.5199105),211224210,Computer Science and ,JEE(Main),AI to AI,AI,2112
,,,Engineering,,,,
730,39084 (59.4958553),630824510,Computer Engineering,JEE(Main),AI to AI,AI,6308
,,,,,,,
731,39091 (59.4958553),416391210,Computer Science and ,JEE(Main),AI to AI,AI,4163
,,,Engineering(Data Science),,,,
732,39121 (59.4958553),213324210,Computer Science and ,JEE(Main),AI to AI,AI,2133
,,,Engineering,,,,
733,39148 (59.4599428),517737210,Electronics and ,JEE(Main),AI to AI,AI,5177
,,,Telecommunication Engg,,,,
734,39228 (59.3913844),618261210,Mechanical Engineering,JEE(Main),MH to AI,GNT3H,6182
735,39274 (59.3615254),679492810,Electronics and ,JEE(Main),AI to AI,AI,6794
,,,Communication(Advanced ,,,,
736,39345 (59.1616167),622061210,Mechanical Engineering,JEE(Main),AI to AI,AI,6220
,,,,,,,
737,39373 (59.1616167),413491210,Computer Science and ,JEE(Main),AI to AI,AI,4134
,,,Engineering(Data Science),,,,
738,39375 (59.1616167),319062410,Mechatronics Engineering,JEE(Main),AI to AI,AI,3190
739,39394 (59.1352133),413324510,Computer Engineering,JEE(Main),AI to AI,AI,4133
,,,,,,,
740,39466 (59.0892872),675892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6758
,,,Machine Learning,,,,
741,39479 (59.0892872),614119110,Civil Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
,39487 (59.0303724),322224610,Information Technology,JEE(Main),AI to AI,AI,3222
,,,,,,,
,,,,,,,
743,39619 (58.8259384),680837210,Electronics and ,JEE(Main),AI to AI,AI,6808
,,,Telecommunication Engg,,,,
744,39638 (58.6623907),414761210,Mechanical Engineering,JEE(Main),AI to AI,AI,4147
745,39665 (58.6623907),517784410,Electronics and Computer ,JEE(Main),AI to AI,AI,5177
,,,Engineering,,,,
746,39812 (58.5403598),416329310,Electrical Engineering,JEE(Main),AI to AI,AI,4163
747,39847 (58.5333668),517924510,Computer Engineering,JEE(Main),AI to AI,AI,5179
748,39893 (58.5307963),318961210,Mechanical Engineering,JEE(Main),MH to AI,PHCH,3189
749,39907 (58.5307963),632124210,Computer Science and ,JEE(Main),AI to AI,AI,6321
,,,Engineering,,,,
750,39911 (58.5307963),678091210,Computer Science and ,JEE(Main),AI to AI,AI,6780
,,,Engineering(Data Science),,,,
751,39953 (58.4916262),414524210,Computer Science and ,JEE(Main),AI to AI,AI,4145
,,,Engineering,,,,
752,39967 (58.4916262),322392610,Electrical and Computer ,JEE(Main),AI to AI,AI,3223
,,,Engineering,,,,
753,39975 (58.4916262),614619110,Civil Engineering,JEE(Main),AI to AI,AI,6146
754,40085 (58.3665579),540126310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5401
,,,and Data Science,,,,
755,40191 (58.1970583),518226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5182
,,,and Data Science,,,,
756,40229 (58.1419886),673219110,Civil Engineering,JEE(Main),MH to AI,GNT1H,6732
,,,,,,,
757,40241 (58.1419886),539624510,Computer Engineering,JEE(Main),AI to AI,AI,5396
,,,,,,,
758,40256 (58.1419886),626992510,Computer Science and ,JEE(Main),AI to AI,AI,6269
,,,Engineering (Artificial ,,,,
759,40547 (57.9741982),512584410,Electronics and Computer ,JEE(Main),AI to AI,AI,5125
,,,Engineering,,,,
760,40572 (57.9559878),419324210,Computer Science and ,JEE(Main),AI to AI,AI,4193
,,,Engineering,,,,
761,40704 (57.8721797),632424510,Computer Engineering,JEE(Main),AI to AI,AI,6324
762,40749 (57.8328571),321161210,Mechanical Engineering,JEE(Main),AI to AI,AI,3211
763,40756 (57.8328571),414424610,Information Technology,JEE(Main),AI to AI,AI,4144
764,40830 (57.8070150),620361210,Mechanical Engineering,JEE(Main),MH to AI,ORPHAN,6203
765,40919 (57.5138098),319419110,Civil Engineering,JEE(Main),MH to AI,GNT2H,3194
766,40927 (57.5138098),413524210,Computer Science and ,JEE(Main),AI to AI,AI,4135
,,,Engineering,,,,
767,40973 (57.4376624),678061210,Mechanical Engineering,JEE(Main),MH to AI,GOBCH,6780
,,,,,,,
768,40984 (57.4376624),676724510,Computer Engineering,JEE(Main),AI to AI,AI,6767
,,,,,,,
769,41048 (57.3562329),512424610,Information Technology,JEE(Main),AI to AI,AI,5124
,,,,,,,
770,41358 (56.8619389),111924610,Information Technology,JEE(Main),AI to AI,AI,1119
,,,,,,,
771,41399 (56.8204578),626924210,Computer Science and ,JEE(Main),AI to AI,AI,6269
,,,Engineering,,,,
772,41460 (56.8196146),111624210,Computer Science and ,JEE(Main),AI to AI,AI,1116
,,,Engineering,,,,
773,41552 (56.7938952),617919110,Civil Engineering,JEE(Main),MH to AI,LOBCH,6179
774,41691 (56.7032263),631926310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6319
,,,and Data Science,,,,
775,41789 (56.4957668),346537210,Electronics and ,JEE(Main),MH to AI,GNT3H,3465
,,,Telecommunication Engg,,,,
776,41871 (56.4513364),513024510,Computer Engineering,JEE(Main),AI to AI,AI,5130
,,,,,,,
777,41891 (56.4146758),410429310,Electrical Engineering,JEE(Main),AI to AI,AI,4104
778,41921 (56.4146758),417229310,Electrical Engineering,JEE(Main),AI to AI,AI,4172
779,41969 (56.4129964),461391210,Computer Science and ,JEE(Main),AI to AI,AI,4613
,,,Engineering(Data Science),,,,
780,42034 (56.3975534),512150710,Chemical Engineering,JEE(Main),AI to AI,AI,5121
781,42110 (56.2200610),664037210,Electronics and ,JEE(Main),AI to AI,AI,6640
,,,Telecommunication Engg,,,,
782,42155 (56.2200610),510991610,Automation and Robotics,JEE(Main),AI to AI,AI,5109
,,,,,,,
783,42240 (56.1765288),211291210,Computer Science and ,JEE(Main),AI to AI,AI,2112
,,,Engineering(Data Science),,,,
784,42251 (56.1765288),631924510,Computer Engineering,JEE(Main),AI to AI,AI,6319
,,,,,,,
,,,,,,,
785,42262 (56.1765288),660937210,Electronics and ,JEE(Main),AI to AI,AI,6609
,,,Telecommunication Engg,,,,
786,42327 (56.0850294),126535610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,1265
,,,and Power],,,,
787,42403 (56.0386310),321161210,Mechanical Engineering,JEE(Main),MI to AI,MI,3211
788,42414 (55.7898156),213624610,Information Technology,JEE(Main),AI to AI,AI,2136
789,42436 (55.7898156),413961210,Mechanical Engineering,JEE(Main),AI to AI,AI,4139
,,,,,,,
