Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
633,38842 (53.5199101),622229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
634,39159 (53.3675051),464929310,Electrical Engineering,JEE,MI to AI,MI,
635,39221 (53.3675051),676919110,Civil Engineering,JEE,AI to AI,AI,
636,39240 (53.3241848),625061210,Mechanical Engineering,JEE,AI to AI,AI,
637,39321 (53.0317331),510961210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
638,39452 (53.0187722),517724510,Computer Engineering,JEE,AI to AI,AI,
639,39503 (52.5601884),211224210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
640,39795 (52.3672605),675561220,Mechanical Engineering,JEE,AI to AI,AI,
641,39847 (52.3173491),630324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
642,39907 (52.2898604),615629310,Electrical Engineering,JEE,AI to AI,AI,
643,40255 (51.7298681),318337610,Electronics Engineering,JEE,MI to AI,MI,
644,40279 (51.6138621),677024510,Computer Engineering,JEE,AI to AI,AI,
645,40297 (51.6138621),516424510,Computer Engineering,JEE,AI to AI,AI,
646,40553 (51.3630487),314629310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
647,40567 (51.3630487),538219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
648,40618 (51.2051781),213624510,Computer Engineering,JEE,AI to AI,AI,
649,40650 (51.1965719),544929310,Electrical Engineering,JEE,AI to AI,AI,
650,40677 (51.1965719),321624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
651,40917 (50.7723460),631761210,Mechanical Engineering,JEE,AI to AI,AI,
652,40955 (50.7561263),612261220,Mechanical Engineering,JEE,AI to AI,AI,
653,40989 (50.6993985),413424210,Computer Science and Engineering,JEE,AI to AI,AI,
654,41072 (50.6993985),617919110,Civil Engineering,JEE,AI to AI,AI,
655,41314 (50.4049980),313546610,Instrumentation Engineering,JEE,AI to AI,AI,
656,41371 (50.3358584),314637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
657,41479 (50.3062957),615537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
658,41591 (50.1040740),533037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
659,41632 (49.9464457),518161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
660,41795 (49.5058384),318719120,Civil Engineering,JEE,AI to AI,AI,
661,41873 (49.5058384),517124510,Computer Engineering,JEE,AI to AI,AI,
662,41915 (49.5051144),612219110,Civil Engineering,JEE,AI to AI,AI,
663,42051 (49.4348344),512524510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
664,42421 (49.1028566),257319110,Civil Engineering,JEE,AI to AI,AI,
665,42425 (49.1028566),628437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
666,42493 (48.8978465),518224510,,JEE,AI to AI,AI,
,,,,,,,
667,42645 (48.7598228),690124510,Computer Engineering,JEE,AI to AI,AI,
668,42670 (48.7598228),628361210,Mechanical Engineering,JEE,AI to AI,AI,
669,42850 (48.3765212),318546610,Instrumentation Engineering,JEE,AI to AI,AI,
670,42919 (48.2853779),614529310,Electrical Engineering,JEE,AI to AI,AI,
671,43053 (47.9666783),212724610,Information Technology,JEE,AI to AI,AI,
672,43061 (47.9666783),683929310,Electrical Engineering,JEE,AI to AI,AI,
673,43146 (47.9492562),544924610,Information Technology,JEE,AI to AI,AI,
674,43149 (47.9492562),126561210,Mechanical Engineering,JEE,AI to AI,AI,
675,43256 (47.6041326),664961210,Mechanical Engineering,JEE,AI to AI,AI,
676,43311 (47.4568345),417761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
677,43381 (47.4330409),615661220,Mechanical Engineering,JEE,AI to AI,AI,
678,43632 (47.0389653),342337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
679,43855 (46.7037158),417824210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
680,43902 (46.7037158),212761210,Mechanical Engineering,JEE,AI to AI,AI,
681,43942 (46.7037158),516429310,Electrical Engineering,JEE,AI to AI,AI,
682,44169 (46.1799721),622037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
683,44241 (46.1596337),629819110,Civil Engineering,JEE,AI to AI,AI,
684,44265 (46.1596337),414724610,Information Technology,JEE,AI to AI,AI,
685,44272 (46.1596337),630761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
686,44290 (46.1596337),614924510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
687,44308 (46.1596337),347161210,Mechanical Engineering,JEE,AI to AI,AI,
688,44384 (46.0872541),662019110,Civil Engineering,JEE,AI to AI,AI,
689,44411 (46.0833151),518119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
690,44423 (46.0833151),343937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
691,44467 (46.0731544),319019110,Civil Engineering,JEE,AI to AI,AI,
692,44520 (45.9526561),662524510,Computer Engineering,JEE,AI to AI,AI,
693,44563 (45.7191379),317537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
694,44600 (45.6780507),319419110,Civil Engineering,JEE,AI to AI,AI,
695,44700 (45.5663046),417461210,Mechanical Engineering,JEE,AI to AI,AI,
696,44774 (45.4882838),111661210,Mechanical Engineering,JEE,AI to AI,AI,
697,44778 (45.4565324),517219110,Civil Engineering,JEE,AI to AI,AI,
698,44855 (45.2872054),212924610,Information Technology,JEE,AI to AI,AI,
699,44865 (45.2872054),618761220,Mechanical Engineering,JEE,AI to AI,AI,
700,45008 (44.9135098),419624210,Computer Science and Engineering,JEE,AI to AI,AI,
701,45170 (44.7470889),321724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
702,45281 (44.4937081),517229310,Electrical Engineering,JEE,AI to AI,AI,
703,45609 (44.3282118),615519110,Civil Engineering,JEE,AI to AI,AI,
704,45649 (44.2979577),676224210,Computer Science and Engineering,JEE,AI to AI,AI,
705,45748 (44.0064550),517261210,Mechanical Engineering,JEE,AI to AI,AI,
706,46007 (43.5223706),419324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
707,46037 (43.5223706),544919110,Civil Engineering,JEE,AI to AI,AI,
708,46192 (43.2929930),617619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
709,46266 (43.2023601),518137210,Electronics and Telecommunication,JEE,AI to AI,AI,5181
,,,Engg,,,,
710,46300 (43.2023601),513950710,Chemical Engineering,JEE,AI to AI,AI,5139
711,46678 (42.8424398),616061210,Mechanical Engineering,JEE,AI to AI,AI,6160
712,46966 (42.3123772),412319110,Civil Engineering,JEE,AI to AI,AI,4123
,,,,,,,
713,46968 (42.3123772),413924210,Computer Science and Engineering,JEE,AI to AI,AI,4139
714,47103 (41.9714097),430561210,Mechanical Engineering,JEE,AI to AI,AI,4305
715,47217 (41.6030569),319637220,Electronics and Telecommunication,JEE,AI to AI,AI,3196
,,,Engg,,,,
716,47233 (41.6030569),625037210,Electronics and Telecommunication,JEE,AI to AI,AI,6250
,,,Engg,,,,
717,47345 (41.5004904),516129310,Electrical Engineering,JEE,AI to AI,AI,5161
718,47405 (41.1060271),213429310,Electrical Engineering,JEE,AI to AI,AI,2134
719,47485 (41.0782060),321661210,Mechanical Engineering,JEE,AI to AI,AI,3216
720,47493 (41.0782060),111924210,Computer Science and Engineering,JEE,AI to AI,AI,1119
,,,,,,,
721,47669 (41.0537799),110719110,Civil Engineering,JEE,AI to AI,AI,1107
,,,,,,,
722,47712 (40.8029095),613824610,Information Technology,JEE,AI to AI,AI,6138
,,,,,,,
723,47715 (40.8029095),413629310,Electrical Engineering,JEE,AI to AI,AI,4136
,,,,,,,
724,47746 (40.7629645),628537210F,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
725,47767 (40.7629645),317529310,Electrical Engineering,JEE,AI to AI,AI,3175
726,47800 (40.7255636),541829310,Electrical Engineering,JEE,AI to AI,AI,5418
727,47806 (40.7255636),412361210,Mechanical Engineering,JEE,AI to AI,AI,4123
,,,,,,,
728,47809 (40.7255636),663224510,Computer Engineering,JEE,AI to AI,AI,6632
729,47889 (40.7238289),211437010,Electronics and Telecommunication,JEE,AI to AI,AI,2114
,,,Engg,,,,
730,47901 (40.3405328),410419110,Civil Engineering,JEE,AI to AI,AI,4104
731,47952 (40.3087927),615561210,Mechanical Engineering,JEE,AI to AI,AI,6155
732,47965 (40.3087927),517229310,Electrical Engineering,JEE,MI to AI,MI,5172
733,48118 (40.1011587),342337610,Electronics Engineering,JEE,AI to AI,AI,3423
734,48139 (40.1011587),110519120,Civil Engineering,JEE,AI to AI,AI,1105
735,48343 (39.6489909),629829310,Electrical Engineering,JEE,AI to AI,AI,6298
,,,,,,,
,,,,,,,
,,,,,,,
736,48613 (39.4855028),626929310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
737,48682 (39.2425478),680337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
738,48724 (39.1490015),416370110,Mining Engineering,JEE,AI to AI,AI,
739,48842 (38.9745382),539024510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
740,48844 (38.9745382),516019110,Civil Engineering,JEE,AI to AI,AI,
741,48850 (38.9745382),418624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
742,48982 (38.7463223),510324510,Computer Engineering,JEE,AI to AI,AI,
743,49045 (38.7309414),510861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
744,49190 (38.3795131),418729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
745,49393 (38.1340778),319229310,Electrical Engineering,JEE,AI to AI,AI,
746,49576 (37.9997111),627246610,Instrumentation Engineering,JEE,AI to AI,AI,
747,49760 (37.7690646),112050710,Chemical Engineering,JEE,AI to AI,AI,
748,50150 (36.7537098),413761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
749,50372 (36.5026712),415124210,Computer Science and Engineering,JEE,AI to AI,AI,
750,50539 (36.2064582),533137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
751,50654 (35.9246106),344724510,Computer Engineering,JEE,AI to AI,AI,
752,50713 (35.8090718),510919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
753,50724 (35.8090718),676824510,Computer Engineering,JEE,AI to AI,AI,
754,51006 (35.3870155),118219110,Civil Engineering,JEE,AI to AI,AI,
755,51008 (35.3870155),320050710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
756,51084 (35.2264517),126519110,Civil Engineering,JEE,AI to AI,AI,
757,51211 (35.1036787),627061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
758,51388 (34.7652513),414229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
759,51403 (34.7652513),628429310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
760,51483 (34.6709164),317437610,Electronics Engineering,JEE,AI to AI,AI,
761,51611 (34.3093294),618324510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
762,51629 (34.3093294),417819110,Civil Engineering,JEE,AI to AI,AI,
763,51720 (33.9251993),631729310,Electrical Engineering,JEE,AI to AI,AI,
764,52064 (33.2434347),673261210,Mechanical Engineering,JEE,AI to AI,AI,
765,52110 (33.0676032),319061210,Mechanical Engineering,JEE,AI to AI,AI,
766,52253 (32.9075758),654524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
767,52309 (32.8944608),544919110,Civil Engineering,JEE,MI to AI,MI,
768,52631 (32.1542487),346524510,Computer Engineering,JEE,AI to AI,AI,
769,52668 (32.0903684),410461210,Mechanical Engineering,JEE,AI to AI,AI,
770,52728 (31.9523144),617629310,Electrical Engineering,JEE,AI to AI,AI,
771,53021 (31.4206123),630737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
772,53027 (31.4206123),417108210,Bio Technology,JEE,AI to AI,AI,
,,,,,,,
773,53186 (31.0741245),417108210,Bio Technology,JEE,MI to AI,MI,
,,,,,,,
774,53474 (30.4932283),118019110,Civil Engineering,JEE,AI to AI,AI,
775,53492 (30.4932283),512424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
776,53494 (30.4932283),319337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
777,53507 (30.4932283),212737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
778,53708 (30.3294697),632424510,Computer Engineering,JEE,AI to AI,AI,
779,53760 (30.3294697),620637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
780,53953 (30.0357932),512137620,Electronics Engineering,JEE,AI to AI,AI,
781,54147 (29.5150035),347162410,Mechatronics Engineering,JEE,AI to AI,AI,
782,54415 (28.6928534),413961210,Mechanical Engineering,JEE,AI to AI,AI,
783,54495 (28.6642414),319446610,Instrumentation Engineering,JEE,AI to AI,AI,
784,54650 (28.2807048),319661210,Mechanical Engineering,JEE,AI to AI,AI,
785,54748 (28.1324311),630760210,Automobile Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
786,54788 (28.1212550),679461210,Mechanical Engineering,JEE,AI to AI,AI,
787,54886 (28.0787022),515219110,Civil Engineering,JEE,AI to AI,AI,
788,54996 (27.7821436),517724610,Information Technology,JEE,AI to AI,AI,
789,55064 (27.2562222),631324510,Computer Engineering,JEE,AI to AI,AI,
790,55112 (27.2530675),615537210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
791,55174 (27.0737166),319824610,Information Technology,JEE,AI to AI,AI,
792,55206 (26.9321354),678119110,Civil Engineering,JEE,AI to AI,AI,
793,55249 (26.8373419),430561210,Mechanical Engineering,JEE,MI to AI,MI,
794,55402 (26.6911975),318837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
795,55538 (26.4901759),319861210,Mechanical Engineering,JEE,AI to AI,AI,
796,55621 (26.2025568),321650710,Chemical Engineering,JEE,AI to AI,AI,
797,55784 (25.8290647),211419110,Civil Engineering,JEE,AI to AI,AI,
798,55809 (25.7170272),320337610,Electronics Engineering,JEE,AI to AI,AI,
799,55826 (25.6853083),631037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
800,55843 (25.6853083),410424610,Information Technology,JEE,AI to AI,AI,
801,55882 (25.4830043),413619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
802,55917 (25.4523308),679724210,Computer Science and Engineering,JEE,AI to AI,AI,
803,55986 (25.3961850),319237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
804,56017 (25.1582162),662261210,Mechanical Engineering,JEE,AI to AI,AI,
805,56080 (25.0839623),430437210F,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
806,56200 (25.0090177),319361210,Mechanical Engineering,JEE,AI to AI,AI,
807,56324 (24.4783671),616019110,Civil Engineering,JEE,AI to AI,AI,
808,56362 (24.4783671),617837220,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
809,56389 (24.3942991),320224510,Computer Engineering,JEE,AI to AI,AI,
810,56416 (24.3935432),614419110,Civil Engineering,JEE,AI to AI,AI,
811,56488 (24.1927535),347537210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
812,56498 (24.1927535),516119110,Civil Engineering,JEE,AI to AI,AI,
813,56561 (24.0313331),315419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
814,56566 (24.0313331),335324510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
815,56602 (24.0313331),693824210F,Computer Science and Engineering,JEE,AI to AI,AI,
816,56604 (24.0313331),319037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
817,56616 (23.9870355),510424610,Information Technology,JEE,AI to AI,AI,
818,56711 (23.8066622),538024510,Computer Engineering,JEE,AI to AI,AI,
819,56879 (23.3931699),662061210,Mechanical Engineering,JEE,AI to AI,AI,
820,56908 (23.3931699),317437620,Electronics Engineering,JEE,AI to AI,AI,
821,57092 (22.8480666),622237610,Electronics Engineering,JEE,AI to AI,AI,
,,,,,,,
822,57105 (22.8480666),110561210,Mechanical Engineering,JEE,AI to AI,AI,
823,57234 (22.5522481),322329310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
824,57280 (22.5073553),530324510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
825,57353 (22.4676144),621724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
826,57383 (22.2892173),413819110,Civil Engineering,JEE,AI to AI,AI,
827,57477 (22.0734473),618529310,Electrical Engineering,JEE,AI to AI,AI,
828,57575 (21.9583980),413824610,Information Technology,JEE,AI to AI,AI,
829,57595 (21.9583980),347519110,Civil Engineering,JEE,AI to AI,AI,
830,57662 (21.5904322),517237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
831,57733 (21.4565857),510846410,Instrumentation and Control ,JEE,AI to AI,AI,
,,,Engineering,,,,
832,57739 (21.4565857),319661220,Mechanical Engineering,JEE,AI to AI,AI,
833,57752 (21.4565857),314837610,Electronics Engineering,JEE,AI to AI,AI,
834,57910 (20.8452547),320061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
835,57921 (20.8452547),257324510,Computer Engineering,JEE,AI to AI,AI,
836,57922 (20.8452547),622337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
837,57965 (20.8232180),631929310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
838,58004 (20.7616201),673219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
839,58038 (20.7439238),317561210,Mechanical Engineering,JEE,AI to AI,AI,
840,58426 (19.5162688),540124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
841,58479 (19.0854694),319350710,Chemical Engineering,JEE,AI to AI,AI,
842,58497 (19.0194319),418624610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
843,58543 (18.9390638),627761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
844,58576 (18.9390638),419224210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
845,58617 (18.8660056),618719110,Civil Engineering,JEE,AI to AI,AI,
846,58631 (18.7272695),626720110,Environmental Engineering,JEE,AI to AI,AI,
,,,,,,,
847,58643 (18.7272695),414524210,Computer Science and Engineering,JEE,AI to AI,AI,
848,58906 (17.9548389),110737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
849,58967 (17.8705064),213437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
850,58977 (17.8705064),510437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
851,58997 (17.8705064),213653410,Food Engineering and Technology,JEE,AI to AI,AI,
852,59125 (17.6140262),622261210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
853,59185 (17.3551989),414761210,Mechanical Engineering,JEE,AI to AI,AI,
854,59199 (17.3551989),662237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
855,59265 (17.1910102),622319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
856,59283 (16.9835131),626861210,Mechanical Engineering,JEE,AI to AI,AI,
857,59287 (16.9835131),614424610,Information Technology,JEE,AI to AI,AI,
858,59376 (16.5573755),679424610,Information Technology,JEE,AI to AI,AI,
859,59602 (16.0961699),343937210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
860,59647 (15.9986624),413737210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
861,59693 (15.8679715),464919110,Civil Engineering,JEE,MI to AI,MI,
862,59702 (15.8679715),417224210,Computer Science and Engineering,JEE,MI to AI,MI,
863,59711 (15.8679715),414729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
864,59714 (15.8679715),110537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
865,59776 (15.6589316),342337210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
866,59796 (15.5429656),627484210,Printing Engineering and Graphics ,JEE,AI to AI,AI,
,,,Communication,,,,
867,59847 (15.4613812),211624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
868,59860 (15.4613812),632337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
869,59864 (15.4613812),632637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
870,59867 (15.3920450),411824510,Computer Engineering,JEE,AI to AI,AI,
871,59979 (15.0648814),541124510,Computer Engineering,JEE,AI to AI,AI,
872,60002 (14.9523757),417429310,Electrical Engineering,JEE,MI to AI,MI,
873,60016 (14.8886403),626537610,Electronics Engineering,JEE,AI to AI,AI,
874,60074 (14.4975213),413824610,Information Technology,JEE,MI to AI,MI,
875,60096 (14.4178741),417719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
876,60212 (14.1185063),211329310,Electrical Engineering,JEE,AI to AI,AI,
877,60214 (14.1185063),318737610,Electronics Engineering,JEE,AI to AI,AI,
878,60241 (13.9104810),677237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
879,60247 (13.9104810),213424210,Computer Science and Engineering,JEE,AI to AI,AI,
880,60312 (13.5182367),626708210,Bio Technology,JEE,AI to AI,AI,
,,,,,,,
881,60405 (13.3120892),413637210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
882,60459 (13.2213887),620746610,Instrumentation Engineering,JEE,AI to AI,AI,
,,,,,,,
883,60616 (12.6314760),617637210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
884,60662 (12.4760604),617961210,Mechanical Engineering,JEE,AI to AI,AI,
885,60711 (12.3126768),415124610,Information Technology,JEE,AI to AI,AI,
886,60731 (12.2923936),618424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
887,60751 (12.2616843),620319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
888,60754 (12.2616843),251624210,Computer Science and Engineering,JEE,AI to AI,AI,2516
889,60813 (12.0098706),614537210,Electronics and Telecommunication,JEE,AI to AI,AI,6145
,,,Engg,,,,
890,60833 (11.8540949),616019120,Civil Engineering,JEE,AI to AI,AI,6160
891,61006 (11.2433031),225029310,Electrical Engineering,JEE,AI to AI,AI,2250
892,61082 (10.8916970),517319110,Civil Engineering,JEE,AI to AI,AI,5173
,,,,,,,
893,61152 (10.6632119),516260610,Production Engineering,JEE,AI to AI,AI,5162
,,,,,,,
894,61155 (10.6123939),664919110,Civil Engineering,JEE,AI to AI,AI,6649
895,61185 (10.5137680),417219110,Civil Engineering,JEE,AI to AI,AI,4172
896,61202 (10.5137680),515161210,Mechanical Engineering,JEE,AI to AI,AI,5151
,,,,,,,
897,61235 (10.3547739),321924510,Computer Engineering,JEE,MI to AI,MI,3219
898,61293 (10.2003458),662224510,Computer Engineering,JEE,MI to AI,MI,6622
899,61377 (9.6654680),413324510,Computer Engineering,JEE,AI to AI,AI,4133
,,,,,,,
900,61425 (9.3439547),414719110,Civil Engineering,JEE,AI to AI,AI,4147
901,61506 (8.9724355),213419110,Civil Engineering,JEE,AI to AI,AI,2134
902,61548 (8.6978948),416324210,Computer Science and Engineering,JEE,AI to AI,AI,4163
903,61561 (8.5284388),628246610,Instrumentation Engineering,JEE,AI to AI,AI,6282
,,,,,,,
904,61596 (8.4289452),417124610,Information Technology,JEE,MI to AI,MI,4171
,,,,,,,
905,61638 (8.2997697),417461210,Mechanical Engineering,JEE,MI to AI,MI,4174
906,61643 (8.2997697),412337210,Electronics and Telecommunication,JEE,AI to AI,AI,4123
,,,Engg,,,,
907,61654 (8.2466853),416329310,Electrical Engineering,JEE,AI to AI,AI,4163
908,61666 (8.1471185),515129310,Electrical Engineering,JEE,AI to AI,AI,5151
,,,,,,,
909,61690 (8.1355582),617661210,Mechanical Engineering,JEE,AI to AI,AI,
910,61550 (8.6978948),617661210,Mechanical Engineering,JEE,AI to AI,AI,
911,61701 (7.9765407),512461210,Mechanical Engineering,JEE,AI to AI,AI,5124
,,,,,,,
912,61750 (7.8109393),413761210,Mechanical Engineering,JEE,MI to AI,MI,4137
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
913,61756 (7.8109393),321719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
914,61803 (7.6207855),321961210,Mechanical Engineering,JEE,AI to AI,AI,
915,61836 (7.2293641),112819110,Civil Engineering,JEE,AI to AI,AI,
916,62048 (6.3306344),413729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
917,62213 (5.3262206),112124210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
918,62277 (4.9543642),675824510,Computer Engineering,JEE,AI to AI,AI,
919,62331 (4.5346644),414319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
920,62344 (4.4899665),322361210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
921,62357 (4.4763537),517237210,Electronics and Telecommunication,JEE,MI to AI,MI,
,,,Engg,,,,
922,62362 (4.3867519),629837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
923,62387 (4.2622152),111624210,Computer Science and Engineering,JEE,AI to AI,AI,
924,62467 (3.8380593),631137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
925,62553 (3.1219470),632524510,Computer Engineering,JEE,MI to AI,MI,
926,62555 (3.1219470),417237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
927,62571 (3.0741035),676624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
928,62590 (2.9359749),414424210,Computer Science and Engineering,JEE,AI to AI,AI,
929,62653 (2.3018960),322224610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
930,62671 (2.2557011),413524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
931,62694 (2.0350663),412319110,Civil Engineering,JEE,MI to AI,MI,
,,,,,,,
932,62713 (1.8868633),417924210,Computer Science and Engineering,JEE,MI to AI,MI,
933,62775 (1.2967201),516419110,Civil Engineering,JEE,MI to AI,MI,
,,,,,,,
,,,,,,,
,,,,,,,
934,62871 (0.3366694),413924210,Computer Science and Engineering,JEE,MI to AI,MI,
935,62883 (0.1026116),419524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
936,63017 (98.7742879),515224210,Computer Science and Engineering,CET,AI to AI,AI,
937,64129 (95.0388534),320661210,Mechanical Engineering,CET,AI to AI,AI,
938,64568 (94.0036065),612237210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
939,65419 (92.3057147),347561210,Mechanical Engineering,CET,MI to AI,MI,
940,67012 (89.5023283),417724610,Information Technology,CET,MI to AI,MI,
,,,,,,,
941,67175 (89.2260452),320737210,Electronics and Telecommunication,CET,MI to AI,MI,
,,,Engg,,,,
942,67320 (88.9790923),631924510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
943,67974 (87.8496991),321037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
944,68101 (87.6360595),626950710,Chemical Engineering,CET,AI to AI,AI,
,,,,,,,
